Code,Product label,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
'06,"Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage",29169,35917,43518,54832,66836,88569,140539,80296,67612,62710,73503,78438,80084,74679,72786,78583,78580,80883,78646
'65,Headgear and parts thereof,5199,5954,6537,5986,7287,14348,14225,21245,18747,19507,26578,42179,42791,45844,38606,38167,41487,43883,56528
'14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,18593,16862,15249,22079,25223,24384,32083,36526,34736,66611,60690,62215,64707,55289,60574,73542,60919,47681,49758
'46,"Manufactures of straw, of esparto or of other plaiting materials; basketware and wickerwork",1596,3563,2134,2623,2944,4105,7790,5041,3898,2116,1504,2052,2595,3764,5928,10231,18882,33117,49527
'81,Other base metals; cermets; articles thereof,5720,5835,6482,13700,21739,37611,31966,38795,32558,34131,72175,75914,73216,61982,44792,39917,49808,63717,48427
'92,Musical instruments; parts and accessories of such articles,6509,6137,6609,8893,10190,9241,10460,11662,15115,13201,15915,26075,17099,16466,19872,17253,16580,19133,25431
'01,Live animals,2277,1078,3949,5828,5081,9798,9431,10760,17902,12256,13153,6179,12504,12533,9953,37137,27113,31314,18398
'43,Furskins and artificial fur; manufactures thereof,337,994,250,405,376,130,264,245,99,120,1277,636,693,2395,2824,11935,11001,12943,12457
'37,Photographic or cinematographic goods,29029,25598,22262,27552,29241,29241,25391,33791,24702,36849,34140,28600,25232,27586,18031,15623,13569,11656,11280
'80,Tin and articles thereof,10262,9225,12202,8210,10191,30803,17198,31476,15786,9240,7193,7248,89254,33983,47767,23210,12133,10598,10163
'47,Pulp of wood or of other fibrous cellulosic material; recovered (waste and scrap) paper or ...,1867,242,707,1192,1277,1082,2784,1705,1707,1057,1015,2835,159,4707,10930,9367,1764,3449,7690
'66,"Umbrellas, sun umbrellas, walking sticks, seat-sticks, whips, riding-crops and parts thereof",690,486,980,1360,1768,1873,1188,1136,1365,1528,1436,1449,2188,2264,18457,7079,1802,2642,3796
'45,Cork and articles of cork,518,506,534,1019,947,1468,1357,1720,1412,2041,3098,2420,2546,2074,1965,2182,2577,3903,2991
