Code,Product label,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
'51,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",927905,870262,890480,982419,939209,994618,1068344,1072582,747016,845245,1064740,867929,734332,696407,634468,626296,569684,580008,526207
'93,Arms and ammunition; parts and accessories thereof,166776,225891,252601,336776,365813,378266,457777,551778,537536,537877,555146,589785,688440,577779,494695,566776,534409,534982,500806
'78,Lead and articles thereof,144098,155836,139892,188447,250411,320734,527187,681590,544666,655028,708783,554367,554103,630095,449332,373564,499564,504300,392556
'36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,92665,105835,140459,208186,227375,256273,287425,234158,261467,268965,315446,299087,300843,281989,168822,181070,213522,262632,263963
'67,Prepared feathers and down and articles made of feathers or of down; artificial flowers; articles ...,35440,37557,38057,45343,54746,62462,81705,97368,89097,94073,119025,116581,120941,129673,113397,127548,137009,162548,165401
'43,Furskins and artificial fur; manufactures thereof,184037,178140,174609,173783,184144,249803,216590,261899,174478,197568,249310,280584,273785,256004,149557,125581,142420,146764,122026
'80,Tin and articles thereof,39542,40935,46917,59698,68865,83313,123870,165980,94856,138156,191259,146728,155890,165447,114629,116373,130964,134394,110083
'66,"Umbrellas, sun umbrellas, walking sticks, seat-sticks, whips, riding-crops and parts thereof",34846,37053,44314,56084,61352,69687,87855,145411,253436,153999,113698,101652,101080,112528,105163,132429,104980,117546,105101
'46,"Manufactures of straw, of esparto or of other plaiting materials; basketware and wickerwork",14707,16084,24199,30290,38198,50270,57851,66213,65447,54977,54698,50101,50095,54085,49379,54977,50471,51978,52850
'53,Other vegetable textile fibres; paper yarn and woven fabrics of paper yarn,81837,74234,96037,121070,106797,111778,109056,100129,67541,62434,73632,60128,53472,53058,45130,45274,42720,46102,45926
'45,Cork and articles of cork,35189,34980,37962,42459,43466,44906,51959,58689,47501,40579,46768,40505,34711,36404,31525,33728,33277,35215,33946
'50,Silk,100888,82905,85000,94484,99032,114700,108097,122171,84968,85620,97104,101007,97117,86970,64373,50083,49945,51904,30996
'14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,26349,25653,29355,29360,24474,13761,12058,17586,12930,12170,15800,13845,10775,12712,9002,7689,8338,10778,9364
