Code,Product label,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
'81,Other base metals; cermets; articles thereof,712900,616588,992892,1858407,2300365,2762076,3512116,4656422,1805260,3031484,3718400,3193209,3184877,3488112,2839108,2568398,3245591,3879060,3536180
'25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",1345489,1222940,1367497,1525168,2174230,2698241,2691599,3784157,2172348,3120483,3418341,3390603,3455993,3872636,3584940,3029675,3240568,3738519,3306115
'35,Albuminoidal substances; modified starches; glues; enzymes,168324,206942,282444,451475,591586,729827,1023453,1617383,1430758,1749972,2045236,2214276,2453126,2679247,2641672,2511718,2849480,3059205,3232373
'57,Carpets and other textile floor coverings,490722,557043,637495,773314,932224,1068648,1320039,1618521,1491264,1954949,2323673,2403738,2505473,2680213,2629738,2538131,2707665,2977667,2921214
'12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit; industrial or medicinal ...",910948,939545,1125175,1195765,1383327,1322784,1628883,2043493,1843544,2047935,2345931,2626582,2924864,3114042,2899599,2718629,2646093,2714272,2875538
'66,"Umbrellas, sun umbrellas, walking sticks, seat-sticks, whips, riding-crops and parts thereof",621823,589922,672943,838759,960726,1141824,1398694,1653137,1847660,2436111,2881397,2825465,3002369,3214010,3107721,2743505,2633386,2718337,2862614
'23,Residues and waste from the food industries; prepared animal fodder,294362,408279,384673,500289,478235,515228,1003002,1619313,1762851,1954917,2057258,2934541,2734225,3259876,2663763,2768075,2659186,3116370,2810201
'05,"Products of animal origin, not elsewhere specified or included",651237,654449,735832,975548,1012064,995567,1077409,1366733,1217599,1357334,1836123,2057349,2200322,2292694,1771677,1772269,2309658,2533417,2393294
'51,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",1082455,1068547,1316546,1715362,1845085,1996731,2124621,2087464,1625850,2361690,2958974,2583912,2619247,2522052,2281247,2139088,1999467,2475896,2359497
'19,"Preparations of cereals, flour, starch or milk; pastrycooks' products",412725,454433,526702,652821,759492,861103,919820,992784,984740,1160063,1502169,1499717,1531678,1573199,1528407,1580240,1650517,1976027,2216756
'22,"Beverages, spirits and vinegar",572219,597209,622383,742997,718411,1090497,828758,861090,832085,994848,1183170,1386685,1341095,1651195,1993957,2203506,2220503,2369733,2100393
'17,Sugars and sugar confectionery,155578,226967,196377,252229,417512,462420,565772,676693,771243,1059719,1289956,1265264,1451715,1540355,1562549,1707267,1759675,1828254,1861198
'26,"Ores, slag and ash",91870,180872,253426,567667,1123265,923357,945818,928510,217947,580171,593666,424166,378873,350079,244868,275276,719599,1171065,1815755
'92,Musical instruments; parts and accessories of such articles,411813,498868,625450,810325,923798,1016649,1223492,1524880,1217535,1466064,1623545,1702308,1660409,1710772,1690286,1589822,1555163,1639029,1744875
'46,"Manufactures of straw, of esparto or of other plaiting materials; basketware and wickerwork",589377,727237,881768,1035372,1144686,1315015,1598637,2112213,1522661,1519906,1785380,1791025,1691630,1664038,1614315,1485506,1496911,1604037,1659154
'13,"Lac; gums, resins and other vegetable saps and extracts",66867,77125,73159,72641,113318,154977,206344,442210,517119,646249,981262,989890,1150739,1305974,1273550,1257675,1348619,1528701,1564994
'24,Tobacco and manufactured tobacco substitutes,386191,432658,493086,513580,537246,565603,638656,741611,878107,1020302,1140509,1261902,1321735,1283912,1351466,1376375,1326671,1405547,1420818
'53,Other vegetable textile fibres; paper yarn and woven fabrics of paper yarn,453997,501629,525710,552679,617955,660607,615857,594647,592821,869564,1131311,1068299,1285328,1486329,1568380,1054693,1056902,1398649,1368277
'15,Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal ...,118453,108077,127580,158330,284002,390975,327028,595002,329944,369439,544235,567362,606539,644614,666628,588225,841956,1092620,1189397
'10,Cereals,1034334,1650286,2588540,740432,1412431,1038002,1966907,672737,618118,539441,608660,443108,513962,445421,322024,401329,673993,950004,1120979
'37,Photographic or cinematographic goods,419311,522628,738221,946825,1073064,774715,765263,958725,805872,1072934,1174378,1211128,1217757,1192484,1184862,1074206,1083473,1131340,1105578
'50,Silk,826587,767294,824168,1062306,1336264,1423799,1396873,1434022,1287710,1642004,1745541,1706534,1630003,1516713,1270323,1159517,1114376,1140489,995138
'75,Nickel and articles thereof,53357,50870,125961,261608,305480,502401,695484,296976,659414,1298595,1053605,880835,996864,2213751,771566,329631,418379,455596,918945
'36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,284915,319210,357822,402866,456804,523708,576451,586902,650679,651534,779889,859726,901511,983577,946930,822388,824449,996809,898075
'02,Meat and edible meat offal,840822,664518,645944,706784,742812,746767,731290,797703,763950,994591,1075432,980500,988524,1181933,1057537,902452,916721,867132,840989
'11,Products of the milling industry; malt; starches; inulin; wheat gluten,107070,118296,141609,170311,200004,235682,508729,540251,465762,552271,587060,602329,610519,612292,593602,565826,574494,791928,838820
'97,"Works of art, collectors' pieces and antiques",20725,22892,21229,29780,44797,65132,75485,75753,50489,160487,374777,534303,1041022,597460,593839,419344,139898,197293,744839
'41,Raw hides and skins (other than furskins) and leather,903347,965202,1149113,1400985,1565809,1759426,1176970,398982,241579,411728,452789,445187,466067,563330,666599,634736,619070,636252,705398
'04,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere ...",192086,193916,221553,234214,267374,301991,461419,621013,340324,404553,498648,533947,544779,586072,604177,589474,588280,589534,560915
'01,Live animals,344492,343879,326571,330251,328771,333048,374811,506700,441833,453963,570798,582866,580625,585572,597731,646748,561541,544086,509746
'06,"Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage",34908,43062,49303,64330,77100,105192,131591,148589,188265,205566,228994,256113,275439,409950,299635,331766,336340,379741,431893
'18,Cocoa and cocoa preparations,27493,35989,54637,69594,109878,123673,147317,200227,129543,212617,314904,332925,385986,475797,442386,425911,376015,403638,399747
'79,Zinc and articles thereof,613132,492216,526310,410825,382375,1418409,1346490,381302,230008,286211,289131,158320,233362,572652,525749,309208,246892,249465,333994
'93,Arms and ammunition; parts and accessories thereof,17045,17843,16816,21544,28284,38718,58723,77321,63539,97520,116973,138674,159233,161163,169511,140052,132826,164061,142473
'47,Pulp of wood or of other fibrous cellulosic material; recovered (waste and scrap) paper or ...,8336,15623,21324,16261,35710,58663,92010,98386,91021,140135,231036,127783,106293,117669,113095,109747,135094,131323,134191
'14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,42850,43842,46136,43491,49189,53008,59113,65652,58537,63637,85185,91191,89260,103565,124732,122423,129394,127756,129806
'80,Tin and articles thereof,301092,166432,191166,338839,231461,238584,429072,230136,68280,173575,174297,97115,157002,141263,60302,67284,59821,74650,112076
'78,Lead and articles thereof,248631,243457,241639,428290,484601,728232,691589,277584,123160,173111,160752,60506,164296,160514,160390,73066,84973,132409,64066
'45,Cork and articles of cork,7938,8832,10849,13782,16300,22589,18796,18392,15773,16204,17730,15559,17067,19651,22411,21644,21205,25549,25680
