Code,Product label,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
'17,Sugars and sugar confectionery,511260,486577,553506,696525,668014,710806,778542,813397,691633,665645,584837,558620,561131,645646,551069,494772,478689,564022,529904
'78,Lead and articles thereof,100675,110149,97975,133736,158081,270948,378210,464584,447082,571656,598625,548991,526930,540476,513570,522247,618262,598418,519940
'16,"Preparations of meat, of fish or of crustaceans, molluscs or other aquatic invertebrates",228651,234848,277859,342565,372392,376344,606933,613181,504941,480777,565125,583654,526836,586578,485051,414505,462002,543070,502956
'51,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",528377,490318,503168,613711,616299,597703,530772,516336,388168,447290,573258,526394,559794,599980,538854,484947,484333,518794,496129
'11,Products of the milling industry; malt; starches; inulin; wheat gluten,227321,252377,258338,289931,252221,223630,281901,388045,388725,385367,456542,486322,491502,478496,426194,422387,487327,460610,434819
'56,"Wadding, felt and nonwovens; special yarns; twine, cordage, ropes and cables and articles thereof",333046,336000,417409,429122,435400,506948,502410,482572,373953,408238,448023,426579,418629,452744,413970,367223,374418,397964,425184
'59,"Impregnated, coated, covered or laminated textile fabrics; textile articles of a kind suitable ...",486205,505226,609095,678632,654807,672579,714152,684844,548728,598543,697314,605023,631400,624002,550147,519199,484367,468532,400764
'57,Carpets and other textile floor coverings,325894,319987,337747,381372,371185,412850,597067,449534,325372,311469,362596,312560,354137,375502,323734,302192,323967,362742,351019
'55,Man-made staple fibres,675394,762485,864107,955919,869472,784567,645826,706785,584742,674833,801706,785983,635870,522679,464268,315729,417617,323860,348979
'41,Raw hides and skins (other than furskins) and leather,480892,565029,563939,605329,496234,488004,514877,462117,302274,475757,651180,554578,612117,636813,551279,481697,489491,432125,338200
'31,Fertilisers,171483,169157,195424,201325,193087,213372,147111,489990,330842,257982,315693,289666,367499,204215,398370,219215,369092,338430,331666
'08,Edible fruit and nuts; peel of citrus fruit or melons,87766,96239,111695,168960,188025,264905,271931,255462,231411,269500,299786,235804,324556,283547,293539,297469,333202,351259,320530
'86,"Railway or tramway locomotives, rolling stock and parts thereof; railway or tramway track fixtures ...",285321,243333,318642,288434,224528,356471,296792,330067,311761,315100,318383,313137,310156,340289,348119,365292,395282,401367,287032
'65,Headgear and parts thereof,65992,82191,108493,153481,137323,190470,241500,180913,155144,153455,170434,167675,210725,250472,228156,214440,226065,241426,235568
'12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit; industrial or medicinal ...",64762,133976,156589,140639,164581,189015,270783,316094,208925,331295,688059,886229,541446,510358,380687,357870,250531,254968,231802
